LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
83.2,288,23,1,Male,11,288,0.37,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,28.98,3,10.35,1,0,0,1
147.6,54,23,1,Male,7,54,0.52,0,0,0,0,0,0,1,0,0,0,0,1,13,12,1,8.71,6,68.89,1,0,0,1
206.5,22,20,1,Male,9,22,2.04,0,0,0,1,0,0,0,0,0,0,0,1,80,0,7,24.99,3,12,0,0,0,1
1090.4,61,15,0,Female,38,61,0.88,0,0,1,0,0,0,0,0,0,1,0,2,133,128,3,26.13,7,26.79,4,0,0,1
118.5,45,37,1,Male,3,45,0.15,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,60.97,1,1.64,0,0,0,1
65.35,62,25,1,Male,2,62,0.11,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7,60.97,0,0,0,0,0,1
96.2,14,19,0,Female,4,14,1.07,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,60.97,6,9.84,0,0,0,1
190,37,22,1,Male,9,37,2.12,0,0,0,1,0,0,0,0,0,0,0,1,84,0,7,60.97,10,16.4,0,0,0,1
118.6,411,22,0,Female,15,411,0.25,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,28.98,7,24.15,2,0,0,1
283.3,5,45,1,Male,13,5,0.63,0,0,0,1,0,0,0,0,0,0,0,1,34,0,7,60.97,7,11.48,1,0,0,0
437.8,129,20,0,Female,24,129,1,0,0,0,1,0,0,0,0,0,0,0,1,101,0,7,60.97,9,14.76,2,0,0,0
318.8,164,41,0,Female,9,164,0.2,0,0,0,1,0,0,0,0,0,0,0,1,7,7,4,34.84,0,0,1,0,0,1
59.5,28,19,1,Male,2,28,0.16,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,42,2,4.76,0,0,0,1
173.6,15,27,1,Male,8,15,1.05,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,30.03,5,16.65,0,0,0,1
71.6,47,19,0,Female,3,47,1.31,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,59.99,5,8.33,0,0,0,1
243.6,37,21,0,Female,9,37,2.05,0,0,0,1,0,0,0,0,0,0,0,1,82,0,7,59.99,12,20,0,0,0,1
1478.25,5,4,0,Female,40,5,0.48,0,0,1,0,0,0,0,0,0,0,0,1,76,66,2,17.42,3,17.22,4,0,0,0
454.1,40,5,0,Female,10,40,0.67,0,0,1,0,0,0,0,0,0,0,0,1,31,30,4,34.84,8,22.96,0,0,0,1
59.2,190,21,1,Male,12,190,0.15,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,28.98,2,6.9,1,0,0,1
819.2,5,11,0,Female,26,5,0.57,0,0,1,0,0,0,0,0,0,0,0,1,59,55,2,6.28,3,47.77,3,0,0,0
170.8,7,80,0,Female,27,7,0.09,0,0,1,1,0,0,0,0,0,0,0,2,10,0,7,60.97,2,3.28,3,0,0,0
48.6,708,22,1,Male,23,708,0.03,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,60.97,2,3.28,2,0,0,0
53.2,337,21,0,Female,12,337,0.19,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,28.98,9,31.06,1,0,0,1
128.6,37,26,1,Male,11,37,0.32,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,60.97,6,9.84,1,0,0,1
975.54,307,53,0,Female,42,307,0.99,0,0,0,1,0,0,0,0,0,0,0,1,164,0,7,60.97,0,0,4,0,0,1
1023,16,42,1,Male,55,16,0.56,0,0,1,1,0,0,0,0,0,1,0,3,124,14,7,21.98,4,18.2,5,0,0,0
85.2,114,20,1,Male,8,114,0.66,0,0,0,1,0,0,0,0,0,0,0,1,19,0,7,60.97,7,11.48,1,0,0,1
632.5,3,5,1,Male,25,3,0.28,0,0,1,0,0,1,0,0,0,0,0,2,29,23,2,16.28,0,0,2,0,0,0
125.2,3,67,0,Female,5,3,1.89,0,0,0,0,0,0,0,0,0,1,0,1,34,0,7,58.03,18,31.02,1,0,0,0
804.2,5,9,0,Female,25,5,0.73,0,0,1,0,0,0,0,0,0,0,0,1,75,69,2,17.42,7,40.18,2,0,0,0
442.2,197,46,1,Male,15,197,0.34,0,0,1,0,0,0,0,0,0,0,0,1,20,5,2,17.42,0,0,2,0,0,1
242.6,5,6,0,Female,8,5,0.9,0,0,1,0,0,0,0,0,0,0,0,1,34,32,2,17.42,5,28.7,0,0,0,1
33.6,51,21,0,Female,2,51,0.13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,52.01,1,1.92,0,0,0,1
40.4,38,20,0,Female,2,38,0.64,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,4,6.56,0,0,0,1
43.9,27,20,0,Female,1,27,0.76,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,35.98,4,11.12,0,0,0,1
46.1,49,37,0,Female,2,49,0.14,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,49,1,2.04,0,0,0,1
636.32,76,34,1,Male,18,76,0.79,0,0,0,0,0,0,1,0,0,0,0,1,54,47,2,17.42,3,17.22,2,0,0,1
448.1,15,2,1,Male,12,15,0.19,0,0,1,0,0,0,0,0,0,0,0,1,9,8,2,17.42,3,17.22,2,1,1,1
105.6,5,26,1,Male,9,5,0.91,0,0,0,1,0,0,0,0,0,0,0,1,39,0,7,16.03,4,24.95,0,0,0,1
118.6,46,25,0,Female,4,46,1.2,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,59.99,5,8.33,0,0,0,1
83.2,299,19,0,Female,12,299,0.51,0,0,0,1,0,0,0,0,0,0,0,1,24,0,7,28.98,8,27.61,1,0,0,1
177.6,57,4,0,Female,3,57,0.29,0,0,1,0,0,0,0,0,0,0,0,1,5,5,2,17.42,1,5.74,0,0,0,1
1121.05,9,35,0,Female,58,9,1.17,1,0,1,0,0,0,0,1,0,0,0,2,275,48,7,60.97,13,21.32,4,0,0,1
770.2,20,31,1,Male,47,20,0.66,0,0,0,0,0,0,0,1,0,0,0,1,123,0,7,34.02,3,8.82,5,0,0,1
88.6,0,24,0,Female,3,0,2.08,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,60.97,22,36.08,0,0,0,1
1004.4,239,26,1,Male,60,239,0.72,0,0,0,1,0,0,0,1,0,0,0,2,174,0,7,28.98,6,20.7,5,0,0,0
70.4,20,33,1,Male,5,20,0.05,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,31.99,1,3.13,1,0,0,1
444.9,149,66,1,Male,19,149,1.71,0,0,0,1,0,0,0,0,0,0,0,1,135,0,7,60.97,19,31.16,2,0,0,0
263.6,42,8,1,Male,8,42,0.37,0,0,0,0,0,0,1,0,0,0,0,1,13,10,1,8.71,1,11.48,0,0,0,1
80.5,46,22,0,Female,3,46,0.95,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,4,6.56,0,0,0,1
168.6,63,31,1,Male,11,63,0.43,0,0,1,1,0,0,0,0,0,0,0,2,16,0,7,62.02,0,0,2,0,0,1
512.6,3,8,1,Male,15,3,0.39,0,0,1,0,0,0,0,0,0,0,0,1,24,23,2,17.72,0,0,2,0,0,0
60.4,46,36,1,Male,2,46,0.12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,46.97,1,2.13,0,0,0,1
71.2,302,40,0,Female,11,302,0.26,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,28.98,2,6.9,1,0,0,1
671.4,11,61,0,Female,26,11,2.08,0,0,0,1,0,0,0,0,0,0,0,1,205,0,7,60.97,13,21.32,3,0,0,1
318.2,0,69,0,Female,6,0,0.7,0,0,0,0,0,0,0,0,0,1,0,1,17,21,2,17.42,6,34.44,1,0,0,0
407.1,46,22,1,Male,28,46,1.29,0,0,0,1,0,0,0,0,0,0,0,1,147,0,7,67.97,6,8.83,3,0,0,1
282.2,2,22,0,Female,18,2,0.51,0,0,0,1,0,0,0,0,0,0,0,1,38,0,7,30.03,6,19.98,1,0,0,1
568.1,156,25,0,Female,32,156,0.35,0,0,1,1,0,0,0,1,0,1,0,4,45,4,7,60.97,11,18.04,3,0,0,0
63.6,48,21,0,Female,4,48,1.33,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,60.97,7,11.48,0,0,0,1
475.8,36,34,1,Male,17,36,0.07,0,0,0,0,0,1,0,0,0,0,0,1,5,5,2,17.42,2,11.48,2,0,0,0
729.45,0,7,1,Male,15,0,0.62,0,0,1,0,0,0,0,0,0,0,0,1,38,41,2,17.14,7,40.84,2,0,0,0
311.4,58,10,0,Female,13,58,0.22,0,0,1,0,0,0,0,0,0,0,0,1,11,10,2,17.42,1,5.74,1,0,0,1
595.1,3,37,0,Female,47,3,0.42,0,0,1,0,0,0,0,0,0,0,0,1,78,73,1,8.71,9,100,5,0,0,1
100.2,15,60,1,Male,2,15,1.57,0,0,1,0,0,0,0,0,0,0,0,1,13,0,7,56.98,13,22.82,0,0,0,1
63.4,43,33,0,Female,3,43,0.45,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,60.97,1,1.64,0,0,0,1
144.6,135,22,1,Male,31,135,0.1,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,60.97,6,9.84,3,0,0,1
47.85,36,20,0,Female,2,36,0.14,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,37.03,1,2.7,0,0,0,1
64.7,31,19,0,Female,2,31,1.12,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,60.97,9,14.76,0,0,0,1
272.6,53,1,1,Male,7,53,0.18,0,0,1,0,0,0,0,0,0,0,0,1,5,4,1,8.71,5,57.41,1,0,0,1
208.45,39,21,0,Female,16,39,0.75,0,0,0,1,0,0,0,0,0,0,0,1,48,0,7,60.97,8,13.12,1,0,0,1
43.2,251,19,1,Male,9,251,0.17,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,28.98,6,20.7,1,0,0,1
91.1,653,27,0,Female,26,653,0.06,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,1,1.64,2,0,0,1
1010.1,66,8,1,Male,38,66,0.63,0,0,1,0,0,0,0,0,0,0,0,1,92,78,2,17.72,0,0,4,0,0,1
162.1,1,21,0,Female,19,1,0.46,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,21.98,7,31.85,2,0,0,0
150.2,17,79,0,Female,5,17,0.97,0,0,0,0,0,0,0,0,0,1,0,1,15,16,2,17.42,6,34.44,1,0,0,1
395.6,82,15,1,Male,9,82,0.8,0,0,0,0,0,1,0,0,0,0,0,1,27,0,7,60.97,2,3.28,2,0,0,1
47.2,14,23,0,Female,1,14,1.4,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,34.02,7,20.58,0,0,0,1
362.85,757,26,1,Male,44,757,1.02,0,0,0,1,0,0,0,0,0,0,0,1,180,0,7,60.97,8,13.12,3,0,0,1
138.6,51,33,0,Female,5,51,0.35,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,62.02,2,3.22,0,0,0,1
47.2,37,36,0,Female,1,37,0.51,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,39.97,3,7.51,0,0,0,1
492.8,62,20,0,Female,22,62,0.61,0,0,0,0,0,0,0,1,0,0,0,1,56,0,7,60.97,0,0,1,0,0,1
881.2,103,4,0,Female,24,103,0.4,0,0,1,0,0,0,0,0,0,0,0,1,37,23,2,17.72,0,0,3,0,0,1
47.2,9,18,0,Female,0,9,1.67,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,20.02,5,24.98,0,0,0,0
130.4,17,10,1,Male,5,17,0.74,0,0,0,0,0,0,0,1,0,0,0,1,16,8,1,8.86,11,100,0,0,0,1
141.9,28,23,0,Female,5,28,0.23,0,0,0,1,0,0,0,1,0,0,0,2,5,0,7,59.01,1,1.69,0,0,0,1
1378.7,1,6,1,Male,32,1,0.84,0,0,1,0,0,0,0,0,0,0,0,1,110,82,4,34.84,11,31.57,3,0,0,0
49.6,160,21,1,Male,5,160,0.1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,7,60.97,0,0,1,0,0,1
130.4,52,19,1,Male,5,52,1.17,0,0,0,1,0,0,0,0,0,0,0,1,24,0,7,60.97,4,6.56,0,0,0,1
472.1,39,26,1,Male,22,39,0.24,0,0,0,0,0,0,0,1,0,0,0,1,20,0,7,60.97,4,6.56,3,0,0,1
106.7,34,27,1,Male,5,34,2.87,0,0,0,1,0,0,0,0,0,0,0,1,48,0,7,62.02,21,33.86,1,0,0,1
122,1,20,0,Female,5,1,1.66,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,21.98,5,22.75,1,0,0,0
97.5,6,19,0,Female,5,6,0.44,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,28.98,2,6.9,1,0,0,0
1334.8,50,37,1,Male,17,50,1.16,0,0,0,0,0,0,1,0,0,0,0,1,81,80,7,62.02,1,1.61,1,0,0,1
369.7,296,2,1,Male,13,296,0.13,0,0,1,0,0,0,0,0,0,0,0,1,6,6,1,8.71,0,0,2,0,0,1
43.6,196,18,1,Male,7,196,0.15,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,4,13.8,1,0,0,1
151.5,1,37,1,Male,51,1,2.4,0,0,0,0,0,0,0,1,0,0,0,1,489,0,7,60.97,26,42.64,5,0,0,0
1604.05,6,9,0,Female,51,6,0.66,0,0,1,0,0,0,0,0,0,0,0,1,135,127,2,17.42,7,40.18,5,0,0,0
203.6,203,26,0,Female,8,203,0.12,0,0,1,0,0,0,0,0,0,0,0,1,4,0,7,60.97,0,0,0,0,0,1
65.4,55,45,0,Female,2,55,0.72,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,67.97,1,1.47,0,0,0,1
138.6,63,20,0,Female,8,63,0.55,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,60.97,0,0,0,0,0,1
43.6,5,25,0,Female,1,5,0.72,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,25.97,3,11.55,0,0,0,1
262.85,129,1,0,Female,11,129,0.1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,2,25.72,0,0,2,0,0,1
94.2,29,73,0,Female,2,29,1.78,0,0,0,1,0,0,0,0,0,0,0,1,14,2,7,53.97,14,25.94,0,0,0,1
120.4,41,60,0,Female,5,41,1.33,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,60.97,8,13.12,0,0,0,1
71.6,13,35,0,Female,1,13,0.74,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,30.03,4,13.32,0,0,0,1
136.2,47,29,1,Male,14,47,0.04,0,0,0,1,0,0,0,1,0,0,0,2,2,0,7,49,1,2.04,1,0,0,1
218.6,47,18,0,Female,8,47,0.95,0,0,1,0,0,0,0,0,0,0,0,1,26,26,2,17.72,2,11.29,2,0,0,1
655.9,83,24,1,Male,31,83,0.43,0,0,0,0,0,0,0,1,0,0,0,1,53,0,7,60.97,0,0,2,0,0,1
106.2,1,47,1,Male,1,1,3.78,0,0,1,0,0,0,0,0,0,0,0,1,20,13,3,12.87,28,100,0,0,0,0
119.6,988,22,1,Male,36,988,0.19,0,0,0,1,0,0,0,1,0,0,0,2,28,0,7,30.03,3,9.99,3,0,0,0
143.2,218,29,0,Female,12,218,0.55,0,0,0,1,0,0,0,0,0,0,0,1,26,0,7,28.98,11,37.96,1,0,0,1
143.6,54,34,0,Female,4,54,0.69,0,0,0,0,0,0,0,0,0,1,1,2,9,2,1,34.43,9,26.14,1,0,0,1
2072.29,3,37,1,Male,64,3,1.71,0,0,1,0,0,0,0,0,0,0,0,1,438,271,3,26.13,22,84.19,6,0,0,0
71.2,159,21,0,Female,10,159,0.55,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,28.98,10,34.51,1,0,0,1
83.4,46,30,1,Male,2,46,0.86,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,67.97,5,7.36,0,0,0,1
81.8,44,22,1,Male,4,44,0.26,0,0,0,1,0,0,0,1,0,0,0,2,4,0,7,60.97,3,4.92,0,0,0,1
200.6,136,22,0,Female,6,136,0.51,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,59.99,0,0,0,0,0,1
729.7,87,10,1,Male,59,87,0.2,0,0,0,0,0,1,0,1,0,0,0,2,48,48,2,17.72,0,0,5,0,0,1
37.6,189,21,0,Female,6,189,0.12,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,28.98,3,10.35,1,0,0,1
70.4,61,37,0,Female,2,61,0.21,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,59.01,0,0,0,0,0,1
240.4,28,20,1,Male,6,28,0.65,0,0,1,0,0,0,0,0,0,0,0,1,17,0,7,59.01,4,6.78,0,0,0,1
83.6,4,20,1,Male,3,4,0.95,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,30.03,5,16.65,0,0,0,1
61.1,33,4,1,Male,1,33,0.15,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,11.42,1,8.76,0,0,0,1
203.6,10,40,1,Male,7,10,1.14,0,0,1,0,0,0,0,0,0,0,0,1,35,35,2,17.42,9,51.66,0,0,0,1
30,42,20,0,Female,2,42,0.86,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,6,9.84,0,0,0,1
272.2,141,23,1,Male,58,141,0.14,1,0,1,0,0,0,0,0,0,0,0,1,33,0,7,59.01,2,3.39,4,0,0,1
62,60,21,1,Male,3,60,0.21,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,59.01,0,0,0,0,0,1
43.6,62,21,1,Male,2,62,0.11,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,60.97,0,0,0,0,0,1
150.4,65,56,0,Female,3,65,0.79,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,62.02,0,0,0,0,0,1
975.6,22,37,0,Female,33,22,0.78,0,0,1,1,0,0,0,0,0,0,0,2,106,76,2,17.42,4,22.96,2,0,0,1
197,898,24,0,Female,35,898,0.16,0,0,0,1,0,0,0,0,0,0,0,1,23,0,7,60.97,3,4.92,3,0,0,1
270.2,2,44,0,Female,7,2,1.12,0,0,0,1,0,0,0,0,0,0,0,1,31,2,7,60.97,9,14.76,1,0,0,0
330.2,0,57,1,Male,9,0,0.77,0,0,0,0,0,0,0,1,0,0,0,1,30,0,7,60.97,16,26.24,1,0,0,0
338,125,22,1,Male,24,125,0.69,0,0,1,1,0,0,0,1,0,0,0,3,67,0,7,60.97,20,32.8,2,0,0,0
393.8,9,19,0,Female,21,9,0.3,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,27.02,6,22.21,1,0,0,1
83.6,182,27,1,Male,8,182,0.68,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,28.98,6,20.7,1,0,0,1
572.1,48,56,0,Female,9,48,1,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,62.02,5,8.06,2,0,0,1
60.2,15,26,1,Male,1,15,1.22,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,21.98,4,18.2,0,0,0,1
432.5,45,2,1,Male,13,45,0.28,0,0,1,0,0,0,0,0,0,0,0,1,14,14,2,17.42,1,5.74,2,0,0,1
107.2,3,46,1,Male,4,3,1.1,0,0,0,0,0,0,0,0,0,1,0,1,18,0,7,21.98,1,4.55,1,0,0,0
258.2,123,4,1,Male,11,123,0.2,0,0,0,0,0,0,0,1,0,0,0,1,9,9,1,8.71,0,0,1,0,0,1
146.6,29,34,0,Female,2,29,0.56,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,59.99,4,6.67,0,0,0,1
997.7,5,5,0,Female,25,5,0.72,0,0,1,0,0,0,0,0,0,0,0,1,75,71,2,17.14,7,40.84,2,0,0,0
682.4,40,24,0,Female,37,40,1.06,0,0,0,1,0,0,0,0,0,0,0,1,155,0,7,56,8,14.29,3,0,0,1
596.8,57,18,1,Male,46,57,0.34,0,0,0,0,0,1,0,0,0,0,0,1,66,66,6,52.26,1,1.91,3,1,1,1
1111.9,54,32,1,Male,42,54,1.48,0,0,0,1,0,0,0,0,0,0,0,1,242,0,7,60.97,4,6.56,4,0,0,1
87.3,31,22,1,Male,4,31,0.29,0,0,0,0,0,0,0,1,0,0,0,1,5,0,7,60.97,2,3.28,0,0,0,1
98.5,3,76,0,Female,2,3,0.8,0,0,1,0,0,0,0,0,0,0,0,1,7,7,2,16.86,7,41.52,0,0,0,1
53.2,338,26,1,Male,12,338,0.14,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,28.98,7,24.15,1,0,0,1
60,50,25,0,Female,3,50,2.05,0,0,0,1,0,0,0,0,0,0,0,1,31,0,7,67.97,9,13.24,0,0,0,1
649.95,0,31,0,Female,24,0,1.25,0,0,0,1,0,0,0,0,0,0,0,1,124,2,7,60.97,4,6.56,2,0,0,0
491.55,12,3,0,Female,15,12,0.53,0,0,1,0,0,0,0,0,0,0,0,1,31,28,2,17.42,7,40.18,2,0,0,0
50,17,6,1,Male,3,17,0.47,0,0,1,0,0,1,0,0,0,0,0,2,5,0,3,26.13,3,11.48,0,0,0,1
112.6,3,62,0,Female,3,3,1.82,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,30.03,10,33.3,0,0,0,1
384.4,2,22,1,Male,27,2,0.83,0,0,0,1,0,0,0,0,0,0,0,1,90,0,7,30.03,9,29.97,2,0,0,1
190.4,20,68,0,Female,8,20,1.02,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,60.97,11,18.04,0,0,0,1
115.4,31,24,0,Female,4,31,1.42,0,0,0,1,0,0,0,0,0,0,0,1,31,0,7,67.97,9,13.24,0,0,0,1
194.5,41,19,1,Male,9,41,1.75,0,0,0,1,0,0,0,0,0,0,0,1,75,0,7,67.97,3,4.41,0,0,0,1
203.55,32,26,0,Female,10,32,0.35,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,41.02,1,2.44,1,0,0,1
720,43,6,1,Male,25,43,0.8,0,0,1,0,0,0,0,0,0,0,0,1,76,71,2,17.72,3,16.93,3,0,0,1
642.2,148,22,1,Male,34,148,0.37,0,0,0,0,0,0,0,1,0,0,0,1,50,0,7,60.97,0,0,4,0,0,1
48.85,40,23,0,Female,2,40,0.64,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,53.97,7,12.97,0,0,0,1
511.1,3,27,1,Male,10,3,1.05,0,0,0,0,0,0,1,0,0,0,0,1,48,48,2,17.42,9,51.66,0,0,0,1
179.1,49,26,0,Female,6,49,1.74,0,0,0,1,0,0,0,0,0,0,0,1,40,0,7,60.97,16,26.24,1,0,0,1
71.7,25,25,0,Female,2,25,0.81,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,5,8.2,0,0,0,1
40,36,22,1,Male,3,36,1.21,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,14,22.96,0,0,0,1
141.1,56,49,1,Male,5,56,0.49,0,0,0,0,0,0,1,0,0,0,0,1,9,9,1,8.86,1,11.29,0,0,0,1
59.5,26,23,0,Female,2,26,2.07,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,60.97,17,27.88,0,0,0,1
105.4,60,13,1,Male,3,60,0.24,0,0,0,0,0,1,0,0,0,0,0,1,3,3,4,34.84,1,2.87,0,0,0,1
1274.95,19,7,1,Male,49,19,0.42,0,0,1,0,0,0,0,0,0,0,0,1,83,79,2,17.42,2,11.48,4,0,0,0
271.1,173,20,1,Male,8,173,0.06,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,60.97,0,0,0,0,0,1
372.62,8,8,1,Male,14,8,0.59,0,0,0,0,0,0,0,1,0,0,0,1,32,29,1,8.71,6,68.89,2,0,0,1
383.5,20,21,1,Male,23,20,0.25,0,0,0,1,0,0,0,1,0,0,0,2,23,0,7,34.02,14,41.15,2,0,0,1
186.4,38,2,0,Female,7,38,0.42,0,0,1,0,0,0,0,0,0,0,0,1,9,9,2,11.72,1,8.53,2,0,0,1
53.6,5,34,1,Male,1,5,0.32,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,30.03,3,9.99,0,0,0,1
111.4,32,48,0,Female,10,32,0.45,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,67.97,4,5.88,0,0,0,1
95.6,41,29,0,Female,4,41,0.53,0,0,1,0,0,0,0,0,0,0,0,1,8,0,7,60.97,2,3.28,0,0,0,1
227.2,80,26,1,Male,34,80,0.26,1,0,1,1,0,0,0,0,0,0,0,2,35,0,7,30.03,7,23.31,2,0,0,1
73.6,2,21,0,Female,2,2,0.31,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,25.97,1,3.85,0,0,0,1
168.6,18,48,0,Female,7,18,0.55,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,60.97,8,13.12,0,0,0,1
366.2,48,12,1,Male,11,48,1.72,0,0,1,0,0,0,0,0,0,0,0,1,78,46,2,17.42,20,100,1,1,1,1
342.6,63,32,1,Male,10,63,0.11,0,0,1,0,0,0,0,0,0,0,0,1,4,4,3,26.13,0,0,2,0,0,1
289.7,48,21,0,Female,21,48,0.58,0,0,1,0,0,0,0,0,0,0,0,1,46,46,1,8.71,4,45.92,3,0,0,1
113.6,29,24,1,Male,6,29,1.09,0,0,1,0,0,0,0,0,0,0,0,1,29,29,2,17.42,12,68.89,0,0,0,1
218.6,52,15,1,Male,9,52,0.23,0,0,0,0,0,1,0,0,0,0,0,1,9,9,2,17.42,1,5.74,0,0,0,1
519,819,41,1,Male,45,819,0.4,0,0,0,1,0,0,0,1,0,0,0,2,73,0,7,60.97,11,18.04,4,0,0,1
213.6,2,49,1,Male,8,2,0.92,0,0,1,0,0,0,0,0,0,0,0,1,22,0,7,62.02,18,29.02,2,0,0,1
554.2,90,31,1,Male,22,90,0.24,0,0,0,0,0,0,0,1,0,0,0,1,21,0,7,60.97,1,1.64,3,0,0,1
451.6,275,1,0,Female,15,275,0.12,0,0,1,0,0,0,0,0,0,0,0,1,7,6,2,17.42,0,0,2,0,0,1
269.5,0,24,1,Male,12,0,2.35,0,0,0,1,0,0,0,0,0,0,0,1,123,0,7,60.97,24,39.36,1,0,0,0
311.5,36,27,0,Female,8,36,1.05,0,0,0,0,0,0,0,1,0,0,0,1,35,0,7,60.97,6,9.84,0,0,0,1
209.6,43,34,1,Male,9,43,1.56,0,0,0,1,0,0,0,0,0,0,0,1,59,0,7,60.97,8,13.12,0,0,0,1
131.85,76,30,0,Female,5,76,0.5,0,0,0,0,0,0,1,0,0,0,0,1,8,8,2,17.42,5,28.7,1,0,0,1
185.5,1,7,1,Male,6,1,0.19,0,0,1,0,0,0,0,0,0,0,0,1,5,8,4,17.16,9,52.45,1,0,0,0
152,231,24,0,Female,22,231,0.3,1,0,0,1,0,0,0,0,0,0,0,1,27,0,7,44.03,8,18.17,1,0,0,1
47.4,32,21,0,Female,1,32,0.41,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,32.97,2,6.07,0,0,0,1
65.2,41,55,0,Female,3,41,1.04,0,0,1,0,0,0,0,0,0,0,0,1,7,0,7,62.02,4,6.45,1,0,0,1
163.6,39,20,0,Female,6,39,0.42,0,0,1,0,0,0,0,0,0,0,0,1,11,11,2,17.14,2,11.67,0,0,0,1
142,36,20,0,Female,19,36,0.17,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,49.98,5,10,1,0,0,1
