LifetimeValue,DaysWithoutFrequency,Age,Gender_dummy,Gender,EnrollmentDuration,DaysWithoutFrequency,AverageFrequency,UseByTime,AthleticsActivities,WaterActivities,FitnessActivities,DanceActivities,TeamActivities,RacketActivities,CombatActivities,NatureActivities,SpecialActivities,OtherActivities,NumberOfActivities,NumberOfFrequencies,AttendedClasses,AllowedWeeklyVisitsBySLA,AllowedNumberOfVisitsBySLA,RealNumberOfVisits,Ratio,NumberOfRenewals,HasReferences,NumberOfReferences,Dropout
185.2,1,55,1,Male,6,1,2.36,0,0,0,0,0,0,0,0,0,1,0,1,62,0,7,60.97,22,36.08,1,0,0,0
51.7,31,23,0,Female,8,31,0.03,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,44.03,1,2.27,2,0,0,1
83.6,46,31,0,Female,3,46,0.96,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,60.97,3,4.92,0,0,0,1
281,211,20,1,Male,25,211,0.69,0,0,0,1,0,0,0,0,0,0,0,1,72,0,7,38.01,9,23.68,2,0,0,0
133.6,62,34,0,Female,6,62,1.11,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,60.97,6,9.84,1,0,0,1
45.1,307,29,0,Female,10,307,0.05,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,28.98,2,6.9,2,0,0,1
795.2,0,31,0,Female,21,0,0.59,0,0,1,0,0,0,0,0,0,0,0,1,53,0,7,60.97,1,1.64,1,0,0,1
425.4,25,11,0,Female,10,25,1.26,0,0,1,0,0,0,0,0,0,0,0,1,54,48,4,34.84,12,34.44,0,0,0,1
136.1,52,22,0,Female,8,52,0.83,0,0,0,1,0,0,0,0,0,0,0,1,28,0,7,60.97,6,9.84,0,0,0,1
130.4,48,27,1,Male,4,48,0.99,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,60.97,2,3.28,0,0,0,1
500.37,197,35,1,Male,20,197,0.38,0,0,1,1,0,0,0,0,0,0,0,2,30,0,7,60.97,0,0,2,0,0,1
148.6,42,22,1,Male,5,42,0.66,0,0,0,0,0,0,0,1,0,0,0,1,13,0,7,60.97,4,6.56,0,0,0,1
103.4,40,23,1,Male,4,40,0.45,0,0,0,0,0,0,0,1,0,0,0,1,8,0,7,60.97,2,3.28,0,0,0,1
79.5,66,31,1,Male,3,66,0.09,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,60.97,0,0,0,0,0,1
55.2,311,22,0,Female,12,311,0.15,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,28.98,3,10.35,1,0,0,1
115.1,22,27,1,Male,8,22,0.68,0,0,1,0,0,0,0,0,0,0,0,1,20,11,1,8.71,2,22.96,1,0,0,1
491.55,33,1,0,Female,13,33,0.34,0,0,1,0,0,0,0,0,0,0,0,1,19,16,2,14.86,3,20.19,1,0,0,0
67.5,76,19,0,Female,3,76,0.38,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,41.02,0,0,0,0,0,1
174.85,22,31,0,Female,8,22,0.64,0,0,0,1,0,0,0,0,0,0,0,1,22,0,7,30.03,3,9.99,0,0,0,1
295.2,6,41,0,Female,13,6,0.4,0,0,0,1,0,0,0,0,0,0,0,1,21,0,7,62.02,5,8.06,2,0,0,1
111.5,1,17,1,Male,1,1,1.75,0,0,0,1,0,0,0,1,0,0,0,2,11,0,7,30.03,11,36.63,0,0,0,0
53.2,293,24,0,Female,10,293,0.1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,4,13.8,1,0,0,1
120.2,48,31,1,Male,5,48,2.31,0,0,0,1,0,0,0,0,0,0,0,1,35,1,7,62.02,7,11.29,1,0,0,1
100,43,23,1,Male,8,43,1,0,0,0,1,0,0,0,0,0,0,0,1,32,0,7,60.97,7,11.48,0,0,0,1
1253.2,1,11,1,Male,48,1,0.2,0,0,0,0,0,1,0,0,0,0,0,1,38,35,4,34.28,6,17.5,4,0,0,0
361.8,38,2,1,Male,9,38,0.49,0,0,1,0,0,0,0,0,0,0,0,1,18,18,2,17.42,3,17.22,1,0,0,1
545.8,136,52,0,Female,15,136,0.49,0,0,1,1,0,0,0,0,0,0,0,2,29,29,4,34.84,0,0,1,0,0,1
121.1,5,21,0,Female,7,5,0.5,0,0,0,1,0,0,0,0,0,0,0,1,15,8,7,60.97,9,14.76,0,0,0,1
211.8,34,24,0,Female,13,34,1.12,0,0,0,1,0,0,0,0,0,0,0,1,57,0,7,49,3,6.12,1,0,0,1
29.6,52,19,0,Female,2,52,0.12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,59.01,1,1.69,0,0,0,1
392.2,89,41,0,Female,13,89,0.61,0,0,0,1,0,0,0,0,0,0,0,1,31,0,7,30.03,0,0,1,0,0,1
503.6,43,30,0,Female,17,43,1.34,1,0,0,1,0,0,0,0,0,0,0,1,83,0,7,35,4,11.43,2,0,0,1
111.6,58,18,0,Female,3,58,0.6,0,0,0,0,0,0,0,1,0,0,0,1,8,0,7,60.97,1,1.64,0,0,0,1
399.4,151,23,0,Female,38,151,0.18,0,0,0,1,0,0,0,0,0,1,0,2,27,24,7,56.98,0,0,3,0,0,1
268.6,52,48,1,Male,11,52,0.5,0,0,0,0,0,0,0,1,0,0,0,1,19,0,7,59.01,2,3.39,2,0,0,1
970.6,42,69,0,Female,32,42,3,0,0,0,1,0,0,0,0,0,0,0,1,383,0,7,62.02,10,16.12,3,0,0,1
106.9,34,22,0,Female,4,34,1.95,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,60.97,10,16.4,0,0,0,1
346.5,0,16,1,Male,7,0,3.24,0,0,1,0,0,0,0,0,0,0,0,1,98,57,6,52.26,33,63.15,1,0,0,0
210.4,8,32,0,Female,6,8,0.71,0,0,0,1,0,0,0,0,0,0,0,1,19,3,7,60.97,7,11.48,0,0,0,1
353.6,119,19,1,Male,11,119,0.77,0,0,1,0,0,0,0,0,0,0,0,1,31,18,2,17.42,0,0,2,0,0,1
172.9,24,6,0,Female,7,24,0.63,0,0,1,0,0,0,0,0,0,0,0,1,15,16,2,17.42,6,34.44,1,0,0,1
1198.6,41,51,1,Male,61,41,0.56,0,0,1,0,0,0,0,0,0,0,0,1,138,134,2,17.42,3,17.22,5,0,0,0
836.6,17,7,1,Male,31,17,0.88,0,0,1,0,0,1,0,0,0,0,0,2,107,91,2,11.72,6,51.19,3,0,0,1
75.2,0,15,0,Female,1,0,3.59,0,0,1,0,0,0,0,0,0,0,0,1,19,18,6,25.74,19,73.82,0,0,0,0
1331.55,5,10,0,Female,35,5,0.46,0,0,0,0,0,0,0,1,0,0,0,1,65,47,1,8.71,4,45.92,3,0,0,0
107.7,33,38,0,Female,1,33,0.27,0,0,0,0,0,1,0,0,0,0,0,1,2,2,4,18.84,2,10.62,0,0,0,0
98.5,1303,38,0,Female,44,1303,0.05,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,31.99,0,0,4,0,0,1
475,6,35,1,Male,16,6,0.94,0,0,1,0,0,0,0,0,0,0,0,1,59,19,1,8.71,8,91.85,2,0,0,1
389.5,84,26,1,Male,24,84,0.5,1,0,1,0,0,0,0,0,0,0,0,1,46,0,7,60.97,1,1.64,3,0,0,1
143.6,60,23,1,Male,5,60,1.03,0,0,0,1,0,0,0,1,0,0,0,2,20,0,7,62.02,1,1.61,0,0,0,1
80.5,20,21,0,Female,5,20,0.8,0,0,0,1,0,0,0,0,0,0,0,1,15,0,7,32.97,2,6.07,1,0,0,1
1221.76,14,72,0,Female,54,14,0.77,0,0,1,1,0,0,0,0,0,0,0,2,166,1,7,17.01,2,11.76,5,0,0,0
776.6,15,22,1,Male,33,15,1.53,0,0,0,1,0,0,0,0,0,0,0,1,208,0,7,60.97,13,21.32,2,0,0,1
240.42,139,2,1,Male,7,139,0.14,0,0,1,0,0,0,0,0,0,0,0,1,3,3,2,16.86,0,0,2,0,0,1
92.7,1,19,0,Female,8,1,0.8,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,60.97,12,19.68,1,0,0,0
30,12,28,0,Female,0,12,2.42,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,28,10,35.71,0,0,0,1
321.4,62,42,1,Male,12,62,0.96,0,0,0,0,0,0,0,1,0,0,0,1,46,0,7,62.02,1,1.61,1,0,0,1
148.9,15,21,1,Male,7,15,2.41,0,0,0,1,0,0,0,0,0,0,0,1,75,0,7,60.97,18,29.52,0,0,0,1
157.2,46,40,0,Female,11,46,0.14,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,45.99,1,2.17,1,0,0,1
505.2,39,30,1,Male,17,39,1.4,0,0,0,1,0,0,0,0,0,0,0,1,98,0,7,60.97,2,3.28,2,0,0,1
369.8,10,24,1,Male,20,10,2.57,0,0,0,1,0,0,0,0,0,0,0,1,223,0,7,60.97,12,19.68,1,0,0,1
188.1,47,30,0,Female,5,47,1,0,0,0,0,0,0,0,0,0,1,0,1,18,15,2,17.42,12,68.89,1,0,0,1
131.8,271,7,1,Male,18,271,0.09,0,0,1,0,0,1,0,0,0,0,0,2,7,7,1,8.86,3,33.86,2,0,0,0
107.6,75,25,0,Female,4,75,0.18,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,60.97,0,0,0,0,0,1
173.6,0,21,0,Female,8,0,1.07,0,0,0,1,0,0,0,0,0,0,0,1,37,0,7,30.03,8,26.64,0,0,0,1
325.6,70,27,0,Female,7,70,1.78,0,0,1,1,0,0,0,0,0,0,0,2,52,0,7,59.01,0,0,0,0,0,1
1270.05,5,7,1,Male,35,5,0.39,0,0,0,0,0,0,0,1,0,0,0,1,56,37,1,8.71,4,45.92,3,0,0,0
255.4,65,44,0,Female,10,65,0.16,1,0,0,1,0,0,0,0,0,0,0,1,7,0,7,60.97,2,3.28,0,0,0,1
66,2,41,0,Female,0,2,0.41,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,16.03,1,6.24,0,0,0,0
223.6,71,22,1,Male,11,71,0.27,0,0,0,0,0,0,0,1,0,0,0,1,12,0,7,60.97,2,3.28,1,0,0,1
758.9,43,16,0,Female,29,43,0.91,0,0,0,0,0,0,0,1,0,0,0,1,102,0,7,62.02,7,11.29,3,0,0,1
480.5,101,29,1,Male,31,101,0.46,0,0,0,1,0,0,0,0,0,0,0,1,54,0,7,56.98,7,12.29,4,0,0,1
229.2,75,24,1,Male,9,75,1.13,0,0,1,0,0,0,0,0,0,0,0,1,41,0,7,60.97,15,24.6,1,0,0,1
134.6,33,28,0,Female,3,33,0.8,0,0,0,0,0,0,0,1,0,0,0,1,10,0,7,60.97,4,6.56,0,0,0,1
108.3,68,19,1,Male,7,68,0.1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,7,60.97,0,0,0,0,0,1
467.9,234,39,0,Female,40,234,0.24,0,0,1,1,0,0,0,0,0,0,0,2,38,0,7,60.97,0,0,4,0,0,1
43.6,142,19,0,Female,5,142,0.17,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,28.98,3,10.35,1,0,0,1
281.6,181,35,0,Female,7,181,0.04,0,0,0,1,0,0,1,0,0,0,0,2,1,1,7,59.99,0,0,0,0,0,1
838.55,134,28,1,Male,39,134,1.87,0,0,0,1,0,0,0,0,0,0,0,1,291,0,7,31.99,0,0,3,1,1,1
1066.4,12,3,1,Male,25,12,0.75,0,0,1,0,0,0,0,0,0,0,0,1,78,62,2,17.42,5,28.7,2,0,0,0
1526.82,41,19,0,Female,48,41,3.06,0,0,1,0,0,0,0,0,0,0,0,1,590,581,3,26.58,4,15.05,4,1,1,1
248.6,32,19,0,Female,10,32,2.7,0,0,0,1,0,0,0,0,0,0,0,1,118,0,7,67.97,16,23.54,0,0,0,1
389.4,3,9,0,Female,3,3,0.7,0,0,1,0,0,0,0,0,0,0,0,1,8,7,2,16.86,8,47.45,1,0,0,0
826.1,105,20,0,Female,36,105,1,0,0,1,0,0,0,0,0,0,0,0,1,145,136,7,62.02,0,0,3,0,0,1
64.7,33,19,0,Female,2,33,1.12,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,60.97,8,13.12,0,0,0,1
49.6,50,23,0,Female,2,50,0.31,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,60.97,2,3.28,0,0,0,1
157.2,58,22,0,Female,19,58,0.45,0,0,1,1,0,0,0,0,0,0,0,2,35,0,7,30.03,15,49.95,2,0,0,1
119.6,50,30,0,Female,8,50,0.22,0,0,0,1,0,0,0,0,0,0,0,1,8,0,7,60.97,1,1.64,0,0,0,1
50.7,23,20,1,Male,2,23,0.31,0,0,0,1,0,0,0,0,0,0,0,1,2,0,7,41.02,2,4.88,0,0,0,1
1235.85,2,35,0,Female,56,2,0.87,0,0,1,0,0,0,0,0,0,0,0,1,196,191,2,6.86,10,100,5,0,0,0
1124.77,78,30,0,Female,42,78,0.56,0,0,0,1,0,0,0,1,0,0,0,2,96,0,7,59.01,0,0,3,0,0,1
278.6,0,25,1,Male,8,0,2.27,0,0,0,1,0,0,0,0,0,0,0,1,80,0,7,60.97,25,41,0,0,0,1
61.6,37,23,1,Male,4,37,0.96,0,0,0,1,0,0,0,0,0,0,0,1,14,0,7,60.97,7,11.48,0,0,0,1
37.6,154,26,1,Male,6,154,0.45,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,28.98,11,37.96,1,0,0,1
134.6,0,42,0,Female,3,0,1.98,0,0,0,1,0,0,0,0,0,0,0,1,28,0,7,30.03,6,19.98,0,0,0,1
122.5,14,21,0,Female,5,14,1.64,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,60.97,13,21.32,0,0,0,1
1165.8,5,9,1,Male,37,5,0.45,0,0,1,0,0,0,0,0,0,0,0,1,68,49,2,17.42,4,22.96,3,0,0,0
587.55,8,3,0,Female,21,8,0.34,0,0,1,0,0,0,0,0,0,0,0,1,29,8,2,17.42,1,5.74,2,0,0,0
136.6,102,42,0,Female,9,102,1.09,0,0,0,1,0,0,0,0,0,0,0,1,36,0,7,60.97,13,21.32,2,0,0,1
209.2,1,62,1,Male,5,1,1.68,0,0,0,0,0,0,0,0,0,1,0,1,37,0,7,42.98,13,30.25,1,0,0,0
72.2,0,28,1,Male,1,0,3.93,1,0,0,0,0,1,0,0,0,0,0,1,9,0,7,14.98,8,53.4,0,0,0,1
206.4,28,16,0,Female,9,28,0.37,0,0,1,0,0,0,0,0,0,0,0,1,14,14,1,8.71,3,34.44,0,0,0,1
275.6,65,21,1,Male,12,65,2.45,0,0,1,0,0,0,0,0,0,0,0,1,116,0,7,56,3,5.36,1,0,0,1
260.9,49,2,0,Female,6,49,0.29,0,0,1,0,0,0,0,0,0,0,0,1,8,5,2,16.86,1,5.93,0,0,0,1
250,56,25,0,Female,27,56,0.55,0,0,0,1,0,0,0,0,0,0,0,1,60,0,7,67.97,2,2.94,3,0,0,1
588.6,0,2,1,Male,19,0,0.56,0,0,1,0,0,0,0,0,0,0,0,1,42,31,2,4,2,50,2,0,0,0
59.2,106,25,1,Male,6,106,1.46,0,0,0,1,0,0,0,0,0,0,0,1,34,0,7,60.97,24,39.36,1,0,0,1
143.6,52,20,1,Male,9,52,0.88,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,60.97,3,4.92,0,0,0,1
283.6,53,22,1,Male,11,53,1.34,0,0,1,0,0,0,0,0,0,0,0,1,54,0,7,60.97,10,16.4,2,0,0,1
118.4,60,36,0,Female,5,60,0.56,0,0,1,0,0,0,0,0,0,0,0,1,7,7,1,8.71,1,11.48,2,0,0,1
175.2,42,22,1,Male,17,42,0.85,0,0,0,1,0,0,0,0,0,0,0,1,56,0,7,60.97,7,11.48,2,0,0,1
53.6,12,33,0,Female,4,12,0.61,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,30.03,7,23.31,1,0,0,1
212.3,6,36,0,Female,20,6,0.38,1,0,0,1,0,0,0,0,0,0,0,1,31,0,7,62.02,5,8.06,1,0,0,1
286.3,54,5,0,Female,55,54,0.07,0,0,1,0,0,1,0,0,0,0,0,2,15,7,1,3.14,0,0,5,0,0,0
40.4,49,46,0,Female,3,49,0.28,0,0,1,0,0,0,0,0,0,0,0,1,3,0,7,60.97,2,3.28,0,0,0,1
819.2,5,7,0,Female,27,5,0.47,0,0,1,0,0,0,0,0,0,0,0,1,51,50,2,17.42,8,45.92,3,0,0,0
179.6,222,22,1,Male,10,222,0.43,0,0,0,1,0,0,0,0,0,0,0,1,20,0,7,67.97,0,0,0,0,0,1
118.6,249,53,0,Female,8,249,0.03,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,28.98,0,0,1,1,1,1
143.5,0,21,1,Male,33,0,0.56,0,0,0,1,0,0,0,0,0,0,0,1,74,0,7,60.97,25,41,3,0,0,0
47.6,44,21,0,Female,3,44,0.31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,60.97,1,1.64,0,0,0,1
523.4,104,3,1,Male,19,104,0.3,0,0,1,0,0,0,0,0,0,0,0,1,21,9,2,16.86,0,0,3,0,0,1
133.6,41,19,0,Female,5,41,0.14,0,0,0,0,0,0,0,1,0,0,0,1,3,0,7,59.01,1,1.69,0,0,0,1
171.8,12,16,0,Female,8,12,0.49,0,0,0,1,0,0,0,0,0,0,0,1,16,1,7,32.97,5,15.17,0,0,0,1
247.2,1,21,0,Female,31,1,0.48,0,0,0,1,0,0,0,0,0,0,0,1,59,0,7,21.98,2,9.1,3,0,0,0
1043.29,32,10,1,Male,34,32,0.86,0,0,1,0,0,0,0,0,0,0,0,1,121,100,2,17.42,1,5.74,2,0,0,1
303.2,5,1,0,Female,6,5,0.65,0,0,1,0,0,0,0,0,0,0,0,1,17,10,2,17.42,6,34.44,1,0,0,0
225.2,24,4,1,Male,6,24,0.51,0,0,1,0,0,0,0,0,0,0,0,1,13,0,2,17.42,2,11.48,0,0,0,1
69.2,5,12,0,Female,1,5,1.56,0,0,1,0,0,0,0,0,0,0,0,1,8,0,4,20,8,40,0,0,0,1
40,13,20,1,Male,1,13,1.1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,30.03,6,19.98,0,0,0,1
143.6,37,26,0,Female,6,37,3.72,0,0,0,1,0,0,0,0,0,0,0,1,86,0,7,60.97,18,29.52,0,0,0,1
202.1,22,22,1,Male,24,22,0.18,0,0,0,1,0,0,0,0,0,0,0,1,16,0,7,24.01,1,4.16,3,0,0,1
82.35,50,31,0,Female,2,50,0.44,0,0,1,0,0,0,0,0,0,0,0,1,4,0,7,60.97,4,6.56,0,0,0,1
86.6,50,29,1,Male,3,50,1.07,0,0,0,1,0,0,0,0,0,0,0,1,13,0,7,60.97,4,6.56,0,0,0,1
98.5,15,22,0,Female,15,15,0.2,0,0,0,1,0,0,0,0,0,0,0,1,11,0,7,28,1,3.57,2,0,0,1
150,44,20,0,Female,9,44,0.72,0,0,0,1,0,0,0,0,0,0,0,1,28,0,7,60.97,7,11.48,0,0,0,1
120.6,249,22,1,Male,18,249,0.54,1,0,0,1,0,0,0,0,0,0,0,1,36,0,7,30.03,4,13.32,2,0,0,1
67.7,19,35,0,Female,3,19,0.28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,7,60.97,3,4.92,0,0,0,1
120.4,36,46,0,Female,4,36,0.46,0,0,0,1,0,0,0,0,0,0,0,1,7,0,7,62.02,3,4.84,0,0,0,1
424.7,2,55,1,Male,19,2,0.82,0,0,0,1,0,0,0,0,0,0,0,1,65,0,7,30.03,8,26.64,1,0,0,1
193.3,71,20,1,Male,17,71,0.89,1,0,0,1,0,0,0,0,0,0,0,1,57,0,7,60.97,7,11.48,2,0,0,1
143.2,3,62,1,Male,3,3,1.99,0,0,0,0,0,0,0,0,0,1,0,1,27,0,7,21.98,9,40.95,1,0,0,0
44,13,20,0,Female,1,13,1.09,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,30.03,5,16.65,0,0,0,1
113.2,111,21,0,Female,12,111,0.23,0,0,0,1,0,0,1,0,0,0,0,2,11,1,7,28.98,1,3.45,1,0,0,1
56.6,207,39,0,Female,8,207,0.14,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,4,13.8,1,0,0,1
189.6,83,35,1,Male,3,83,0.22,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1.42,1,70.42,1,0,0,1
501.8,74,74,0,Female,16,74,0.48,0,0,1,1,0,0,0,0,0,0,0,2,30,0,7,60.97,0,0,1,0,0,1
90.6,2,78,0,Female,13,2,1.23,0,0,0,1,0,0,0,0,0,0,0,1,66,0,7,27.02,9,33.31,1,0,0,0
464.2,61,37,0,Female,26,61,0.34,0,0,0,1,0,0,0,0,0,0,0,1,35,0,7,60.97,1,1.64,2,0,0,1
178.6,36,35,1,Male,6,36,1.18,0,0,0,1,0,0,0,0,0,0,0,1,29,0,7,60.97,4,6.56,0,0,0,1
68.6,51,36,0,Female,4,51,0.6,0,0,0,1,0,0,0,0,0,0,0,1,10,0,7,60.97,3,4.92,0,0,0,1
38.5,12,20,0,Female,1,12,0.93,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,28.98,5,17.25,0,0,0,1
885.8,1,42,1,Male,35,1,0.54,0,0,1,0,0,0,0,0,0,0,0,1,78,63,1,8.71,3,34.44,3,0,0,0
1559.1,80,8,0,Female,46,80,0.43,0,0,1,0,0,0,0,0,0,0,0,1,83,72,2,17.42,0,0,3,0,0,1
45,29,20,1,Male,2,29,0.15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,35.98,1,2.78,0,0,0,1
86.6,23,29,1,Male,5,23,1.58,0,0,1,0,0,0,0,0,0,0,0,1,26,18,3,22.29,10,44.86,1,0,0,1
257.1,133,21,1,Male,23,133,0.21,1,0,0,0,0,0,0,1,0,0,0,1,20,0,7,60.97,2,3.28,1,0,0,1
78.5,10,22,0,Female,19,10,0.12,0,0,0,1,0,0,0,0,0,0,0,1,9,0,7,21.98,2,9.1,2,0,0,0
90.4,37,20,0,Female,4,37,2.33,0,0,0,1,0,0,0,0,0,0,0,1,42,0,7,60.97,16,26.24,0,0,0,1
157.4,56,22,0,Female,5,56,0.38,0,0,1,0,0,0,0,0,0,0,0,1,9,0,7,60.97,1,1.64,0,0,0,1
129.3,29,22,0,Female,8,29,0.35,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,41.02,2,4.88,0,0,0,1
823.85,23,56,0,Female,47,23,0.71,0,0,0,1,0,0,0,0,0,0,0,1,130,0,7,59.01,11,18.64,5,0,0,1
123.6,37,22,0,Female,4,37,0.37,0,0,0,0,0,1,0,0,0,0,0,1,5,5,4,34.84,2,5.74,0,0,0,1
134.7,9,19,1,Male,6,9,0.15,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,21.98,1,4.55,1,0,0,0
184.1,2,21,1,Male,6,2,1.12,0,0,0,1,0,0,0,0,0,1,0,2,31,5,7,3.99,2,50.13,0,0,0,1
338.2,1,21,0,Female,21,1,1.08,1,0,0,1,0,0,0,0,0,0,0,1,93,0,7,60.97,33,54.12,1,0,0,1
266.7,58,49,0,Female,10,58,0.99,0,0,1,1,0,0,0,0,0,0,0,2,33,0,7,59.99,2,3.33,2,0,0,1
38.1,12,18,0,Female,1,12,0.15,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4.29,1,23.31,0,0,0,0
120,60,22,1,Male,10,60,0.49,0,0,0,1,0,0,0,0,0,0,0,1,17,0,7,60.97,1,1.64,2,0,0,1
109.6,2,22,0,Female,3,2,2.08,0,0,0,1,0,0,0,0,0,0,0,1,27,0,7,59.01,16,27.11,0,0,0,1
103.6,48,26,1,Male,7,48,1.5,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,60.97,7,11.48,0,0,0,1
210.1,85,7,1,Male,7,85,1.64,0,0,1,0,0,0,0,0,0,0,0,1,41,32,2,58.28,8,13.73,1,0,0,1
2050.4,2,49,1,Male,49,2,2.51,0,0,0,1,0,0,0,0,0,0,0,1,499,0,7,60.97,21,34.44,4,0,0,0
441.3,0,48,0,Female,38,0,1.41,1,0,1,1,0,0,0,0,0,0,0,2,214,0,7,30.03,34,100,3,0,0,1
593.1,94,16,0,Female,23,94,0.6,0,0,0,0,0,1,0,0,0,0,0,1,53,52,4,34.84,0,0,3,0,0,1
74,15,26,0,Female,15,15,0.09,0,0,0,1,0,0,0,0,0,0,0,1,5,0,7,30.03,3,9.99,2,0,0,1
80.5,21,22,0,Female,3,21,0.9,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,60.97,7,11.48,0,0,0,1
713.1,74,17,1,Male,23,74,0.94,0,0,0,0,0,0,0,1,0,0,0,1,84,0,7,60.97,2,3.28,3,0,0,1
78.9,29,21,0,Female,2,29,0.43,0,0,0,1,0,0,0,0,0,0,0,1,4,0,7,60.97,4,6.56,0,0,0,1
171.6,25,10,1,Male,5,25,1.12,0,0,0,0,0,0,1,0,0,0,0,1,25,28,2,17.42,3,17.22,0,0,0,1
581.9,49,26,1,Male,45,49,0.58,0,0,0,1,0,0,0,1,0,0,0,2,106,0,7,60.97,1,1.64,3,0,0,1
38.5,3,21,0,Female,2,3,1.95,0,0,0,1,0,0,0,0,0,0,0,1,12,0,7,31.01,12,38.7,0,0,0,1
258.2,216,19,0,Female,18,216,0.59,0,0,0,1,0,0,0,0,0,0,0,1,44,0,7,59.01,7,11.86,2,0,0,0
250.7,223,24,0,Female,11,223,0.43,0,0,0,0,0,0,1,0,0,0,0,1,19,18,3,26.13,0,0,1,0,0,1
104.6,64,18,1,Male,3,64,1.52,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,60.97,0,0,0,0,0,1
33.6,203,24,0,Female,8,203,0.03,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,28.98,1,3.45,1,0,0,1
124.7,0,44,1,Male,18,0,0.21,0,0,1,1,0,0,0,0,0,0,0,2,16,0,7,30.03,5,16.65,1,0,0,1
163.2,39,27,0,Female,16,39,0.48,0,0,0,1,0,0,0,0,0,0,0,1,30,0,7,60.97,7,11.48,1,0,0,1
106.8,50,40,0,Female,11,50,0.63,0,0,0,1,0,0,0,0,0,0,0,1,25,0,7,62.02,4,6.45,2,0,0,1
128.6,65,28,0,Female,5,65,0.22,0,0,0,0,0,0,1,0,0,0,0,1,4,4,2,17.42,0,0,0,0,0,1
362.7,109,28,1,Male,15,109,0.5,0,0,1,0,0,0,0,0,0,0,0,1,30,25,2,17.42,0,0,2,0,0,1
118.5,108,23,1,Male,16,108,0.09,0,0,0,1,0,1,0,0,0,0,0,2,6,1,2,12,0,0,1,0,0,1
206.6,33,7,1,Male,7,33,0.42,0,0,1,0,0,0,0,0,0,0,0,1,14,10,2,17.42,4,22.96,0,0,0,1
172.6,106,23,0,Female,9,106,1.11,0,0,0,1,0,0,0,0,0,1,0,2,40,2,7,30.03,0,0,1,0,0,1
278.6,126,23,0,Female,28,126,0.32,1,0,0,1,0,0,0,0,0,0,0,1,35,0,7,60.97,1,1.64,3,0,0,1
51.4,20,24,1,Male,3,20,0.17,0,0,0,0,0,0,0,1,0,0,0,1,2,0,7,39.97,2,5,0,0,0,1
523.1,9,23,0,Female,46,9,0.55,1,0,0,1,0,0,0,0,0,0,0,1,101,0,7,62.02,3,4.84,3,0,0,1
317.2,0,23,1,Male,44,0,0.45,0,0,0,1,0,0,0,0,0,0,0,1,82,0,7,21,9,42.86,3,0,0,1
71.6,14,23,0,Female,3,14,1.2,0,0,0,1,0,0,0,0,0,0,0,1,17,0,7,30.03,7,23.31,0,0,0,1
73.6,42,22,0,Female,3,42,1.35,0,0,0,1,0,0,0,0,0,0,0,1,18,0,7,60.97,4,6.56,0,0,0,1
443.2,49,50,1,Male,11,49,1.13,0,0,0,0,0,0,1,0,0,0,0,1,48,48,2,17.42,9,51.66,1,0,0,1
